Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
P1,9.03.2019,SC Braga,Vitória Guimarães,1,0,H,1,0,H,10,11,6,3,25,16,5,8,1,2,0,0
P1,10.03.2019,CD Feirense,FC Porto,1,2,A,1,2,A,5,17,1,5,18,15,3,10,2,0,0,0
P1,10.03.2019,Portimonense SC,CD Nacional,5,1,H,3,0,H,20,12,12,5,8,17,7,7,1,6,0,1
P1,10.03.2019,Santa Clara,CD Aves,0,0,D,0,0,D,10,9,2,2,20,14,9,4,2,2,0,0
P1,10.03.2019,Vitória de Setúbal,CD Tondela,0,0,D,0,0,D,11,5,2,0,16,12,7,6,3,7,0,1
P1,11.03.2019,SL Benfica,Os Belenenses,2,2,D,0,0,D,22,8,2,3,12,15,7,1,0,5,0,1
P1,15.03.2019,Sporting CP,Santa Clara,1,0,H,0,0,D,16,6,7,2,16,13,14,2,2,1,0,0
P1,16.03.2019,Os Belenenses,Portimonense SC,2,2,D,0,2,A,10,17,4,6,14,16,7,4,1,1,0,0
P1,16.03.2019,Vitória Guimarães,Boavista FC,3,1,H,1,0,H,16,10,10,3,18,18,6,2,2,1,0,0
P1,16.03.2019,FC Porto,Clube Sport Marítimo,3,0,H,0,0,D,31,0,8,0,12,8,11,0,1,2,0,1
P1,16.03.2019,Vitória de Setúbal,SC Braga,0,1,A,0,1,A,15,13,8,6,19,12,11,4,1,2,0,0
P1,17.03.2019,CD Aves,GD Chaves,0,1,A,0,1,A,26,7,5,2,13,12,11,7,2,2,0,0
P1,17.03.2019,Moreirense FC,SL Benfica,0,4,A,0,2,A,11,9,3,4,17,10,4,6,4,0,0,0
P1,17.03.2019,CD Nacional,Rio Ave FC,0,1,A,0,1,A,19,4,5,2,15,17,13,2,2,2,0,0
P1,17.03.2019,CD Tondela,CD Feirense,1,1,D,0,1,A,12,12,3,4,22,21,1,6,8,1,1,0
P1,29.03.2019,Portimonense SC,Moreirense FC,0,2,A,0,1,A,23,13,8,5,14,14,9,6,3,1,0,0
P1,30.03.2019,SL Benfica,CD Tondela,1,0,H,0,0,D,15,12,4,4,9,13,5,3,1,4,0,0
P1,30.03.2019,GD Chaves,Sporting CP,1,3,A,0,1,A,8,19,2,7,13,11,6,6,5,2,1,1
P1,30.03.2019,Santa Clara,Vitória Guimarães,1,0,H,1,0,H,9,11,4,2,11,15,4,4,3,1,0,0
P1,30.03.2019,SC Braga,FC Porto,2,3,A,1,1,D,9,14,3,6,22,11,4,5,1,4,0,0
P1,31.03.2019,Boavista FC,Os Belenenses,2,0,H,0,0,D,14,6,4,3,25,10,6,6,2,1,0,0
P1,31.03.2019,Clube Sport Marítimo,CD Nacional,3,2,H,3,1,H,11,20,5,6,15,16,6,8,2,3,0,0
P1,31.03.2019,Rio Ave FC,CD Aves,0,2,A,0,1,A,20,17,3,5,13,16,12,7,1,4,0,0
P1,1.04.2019,CD Feirense,Vitória de Setúbal,0,1,A,0,0,D,16,9,3,3,13,16,5,5,1,2,1,0
P1,5.04.2019,FC Porto,Boavista FC,2,0,H,1,0,H,17,5,7,1,15,17,8,0,0,2,0,0
P1,6.04.2019,Os Belenenses,Santa Clara,1,1,D,1,1,D,8,15,2,1,13,17,1,2,2,5,1,0
P1,6.04.2019,Vitória Guimarães,GD Chaves,4,0,H,3,0,H,13,18,6,6,12,13,4,9,0,1,0,0
P1,6.04.2019,Moreirense FC,SC Braga,1,0,H,0,0,D,8,6,2,2,18,11,8,7,1,1,0,0
P1,6.04.2019,CD Nacional,CD Aves,0,0,D,0,0,D,14,9,5,2,10,17,11,5,4,3,1,1
P1,7.04.2019,CD Feirense,SL Benfica,1,4,A,1,2,A,6,18,1,7,14,11,3,5,2,0,0,0
P1,7.04.2019,Vitória de Setúbal,Clube Sport Marítimo,1,0,H,1,0,H,13,5,4,2,20,20,8,4,2,1,0,0
P1,7.04.2019,Sporting CP,Rio Ave FC,3,0,H,2,0,H,12,8,5,3,19,11,7,4,0,0,0,0
P1,8.04.2019,CD Tondela,Portimonense SC,3,2,H,0,2,A,27,12,8,5,7,13,7,8,2,4,1,0
P1,12.04.2019,GD Chaves,Os Belenenses,2,2,D,1,1,D,13,22,3,4,12,10,4,4,1,3,2,1
P1,13.04.2019,CD Aves,Sporting CP,1,3,A,1,2,A,21,13,5,8,19,11,11,3,3,3,0,1
P1,13.04.2019,Portimonense SC,FC Porto,0,3,A,0,1,A,9,11,1,5,14,19,3,7,4,2,0,0
P1,13.04.2019,Santa Clara,Moreirense FC,1,1,D,1,1,D,11,16,6,5,18,11,6,4,2,0,0,1
P1,14.04.2019,SL Benfica,Vitória de Setúbal,4,2,H,2,1,H,20,15,8,4,18,16,4,5,2,4,0,0
P1,14.04.2019,Boavista FC,CD Nacional,1,0,H,1,0,H,15,14,6,0,19,8,9,10,1,1,0,0
P1,14.04.2019,Clube Sport Marítimo,CD Feirense,2,0,H,2,0,H,8,5,2,2,13,16,2,5,4,8,0,2
P1,14.04.2019,Rio Ave FC,Vitória Guimarães,2,1,H,1,0,H,8,13,7,7,26,16,8,3,4,3,1,0
P1,14.04.2019,SC Braga,CD Tondela,3,0,H,1,0,H,20,9,8,0,14,12,5,2,2,2,0,0
P1,19.04.2019,Vitória Guimarães,CD Aves,0,2,A,0,1,A,18,14,4,6,12,14,7,3,0,0,0,0
P1,19.04.2019,CD Nacional,Sporting CP,0,1,A,0,0,D,3,23,1,10,8,13,2,9,2,3,0,0
P1,19.04.2019,Vitória de Setúbal,Portimonense SC,1,1,D,0,0,D,10,11,2,5,18,13,6,5,2,4,0,0
P1,19.04.2019,CD Tondela,Boavista FC,1,0,H,1,0,H,19,16,4,4,14,18,4,7,1,3,0,0
P1,20.04.2019,Os Belenenses,Rio Ave FC,1,3,A,0,2,A,16,16,3,7,20,11,5,2,2,1,0,0
P1,20.04.2019,CD Feirense,SC Braga,0,2,A,0,0,D,8,21,4,5,13,14,4,9,0,2,0,0
P1,20.04.2019,Moreirense FC,GD Chaves,0,1,A,0,0,D,18,7,4,2,23,19,5,6,4,3,0,0
P1,20.04.2019,FC Porto,Santa Clara,1,0,H,1,0,H,14,6,5,2,14,13,4,2,2,1,0,0
P1,22.04.2019,SL Benfica,Clube Sport Marítimo,6,0,H,1,0,H,25,1,11,0,8,17,10,1,0,3,0,0
P1,26.04.2019,Rio Ave FC,FC Porto,2,2,D,0,2,A,10,10,4,4,12,14,3,4,3,1,1,0
P1,27.04.2019,CD Aves,Os Belenenses,3,0,H,0,0,D,14,10,8,3,14,12,6,2,2,4,0,0
P1,27.04.2019,Portimonense SC,CD Feirense,1,0,H,1,0,H,18,5,6,3,13,12,5,2,2,0,1,1
P1,27.04.2019,Santa Clara,Vitória de Setúbal,0,0,D,0,0,D,10,9,4,2,14,21,2,3,3,3,0,0
P1,27.04.2019,Sporting CP,Vitória Guimarães,2,0,H,1,0,H,24,10,7,1,17,7,7,4,0,1,0,0
P1,28.04.2019,Boavista FC,Moreirense FC,3,1,H,1,0,H,8,7,4,4,12,14,6,4,2,3,0,0
P1,28.04.2019,GD Chaves,CD Nacional,4,1,H,2,1,H,12,17,4,4,17,15,1,11,2,2,0,0
P1,28.04.2019,Clube Sport Marítimo,CD Tondela,2,0,H,1,0,H,8,9,2,3,9,7,3,11,2,0,0,0
P1,28.04.2019,SC Braga,SL Benfica,1,4,A,1,0,H,12,17,3,9,14,16,5,5,4,6,0,0
P1,3.05.2019,Moreirense FC,Rio Ave FC,1,2,A,1,1,D,14,6,6,2,16,21,5,1,2,3,0,0
P1,4.05.2019,SL Benfica,Portimonense SC,5,1,H,0,0,D,19,11,12,5,10,11,7,1,0,0,0,0
P1,4.05.2019,CD Feirense,GD Chaves,4,4,D,2,1,H,12,13,6,7,20,20,5,4,5,1,0,0
P1,4.05.2019,Clube Sport Marítimo,SC Braga,1,0,H,0,0,D,6,20,3,5,10,10,3,13,0,1,1,0
P1,4.05.2019,FC Porto,CD Aves,4,0,H,2,0,H,19,7,11,1,14,16,6,3,1,2,0,0
P1,5.05.2019,Os Belenenses,Sporting CP,1,8,A,0,2,A,9,21,3,10,10,17,2,0,2,2,1,0
P1,5.05.2019,Vitória Guimarães,CD Nacional,2,2,D,1,0,H,10,12,5,5,13,25,4,7,5,5,1,0
P1,5.05.2019,CD Tondela,Santa Clara,1,3,A,0,1,A,15,10,7,4,18,11,8,3,1,3,0,0
P1,6.05.2019,Vitória de Setúbal,Boavista FC,0,3,A,0,0,D,11,12,2,5,16,24,6,3,3,2,3,0
P1,10.05.2019,CD Aves,Moreirense FC,0,1,A,0,0,D,12,7,4,3,8,17,4,5,2,2,0,0
P1,11.05.2019,Boavista FC,SC Braga,4,2,H,3,2,H,14,25,6,9,19,23,2,9,4,1,0,0
P1,11.05.2019,Portimonense SC,Clube Sport Marítimo,3,2,H,1,2,A,16,6,5,3,13,18,3,3,0,2,0,0
P1,11.05.2019,Santa Clara,CD Feirense,4,4,D,2,3,A,11,9,5,6,13,18,6,7,1,2,0,0
P1,11.05.2019,Sporting CP,CD Tondela,1,1,D,1,0,H,17,15,6,4,16,18,5,7,4,6,1,0
P1,12.05.2019,GD Chaves,Vitória de Setúbal,1,2,A,0,2,A,9,8,2,4,21,14,7,6,4,4,0,0
P1,12.05.2019,Vitória Guimarães,Os Belenenses,5,1,H,0,0,D,14,8,8,2,8,18,6,1,1,2,0,0
P1,12.05.2019,CD Nacional,FC Porto,0,4,A,0,2,A,11,17,3,6,15,17,5,4,1,0,0,0
P1,12.05.2019,Rio Ave FC,SL Benfica,2,3,A,0,2,A,12,13,6,6,9,11,5,2,3,4,0,0
P1,16.05.2019,Os Belenenses,CD Nacional,3,0,H,1,0,H,9,18,5,4,17,15,5,7,2,3,0,0
P1,17.05.2019,SC Braga,Portimonense SC,2,0,H,1,0,H,13,7,7,1,17,25,5,3,1,2,0,0
P1,18.05.2019,SL Benfica,Santa Clara,4,1,H,3,0,H,21,17,8,3,10,3,4,8,0,1,0,0
P1,18.05.2019,CD Feirense,CD Aves,2,1,H,0,1,A,17,15,8,4,20,14,5,4,3,1,0,0
P1,18.05.2019,Clube Sport Marítimo,Boavista FC,0,1,A,0,1,A,17,9,5,3,18,16,7,3,1,3,0,0
P1,18.05.2019,FC Porto,Sporting CP,2,1,H,0,0,D,29,2,8,1,18,11,17,1,4,4,1,1
P1,18.05.2019,Vitória de Setúbal,Rio Ave FC,1,3,A,0,0,D,9,15,4,7,17,19,4,7,1,2,0,0
P1,19.05.2019,Moreirense FC,Vitória Guimarães,1,3,A,1,1,D,16,14,6,6,23,17,12,2,3,2,0,0
P1,19.05.2019,CD Tondela,GD Chaves,5,2,H,4,2,H,13,18,7,5,19,29,6,3,5,3,0,0
