Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
D1,16.02.2019,FC Schalke 04 04,SC Freiburg,0,0,D,0,0,D,15,12,2,3,10,13,4,9,0,4,1,1
D1,16.02.2019,VfB Stuttgart,RB Leipzig,1,3,A,1,1,D,7,7,3,4,18,11,5,4,1,1,0,0
D1,16.02.2019,VfL Wolfsburg,1. FSV Mainz 05,3,0,H,1,0,H,16,12,6,4,6,11,4,7,1,1,0,0
D1,17.02.2019,Eintracht Frankfurt,Borussia Mönchengladbach,1,1,D,1,0,H,12,14,3,5,12,8,8,7,3,1,0,0
D1,17.02.2019,Bayer 04 Leverkusen,Fortuna Düsseldorf,2,0,H,1,0,H,13,3,7,0,6,11,5,4,1,3,0,0
D1,18.02.2019,1. FC Nürnberg,Borussia Dortmund,0,0,D,0,0,D,7,17,2,6,8,9,3,11,1,1,0,0
D1,22.02.2019,SV Werder Bremen,VfB Stuttgart,1,1,D,1,1,D,15,8,4,3,7,9,4,2,1,3,0,0
D1,23.02.2019,FC Bayern München,Hertha BSC,1,0,H,0,0,D,12,9,4,2,12,6,11,3,2,0,0,1
D1,23.02.2019,Fortuna Düsseldorf,1. FC Nürnberg,2,1,H,0,1,A,19,5,7,2,14,7,7,3,3,4,0,1
D1,23.02.2019,SC Freiburg,FC Augsburg,5,1,H,3,0,H,19,14,11,4,13,16,8,1,0,3,0,1
D1,23.02.2019,1. FSV Mainz 05,FC Schalke 04 04,3,0,H,1,0,H,21,10,6,3,10,15,1,3,4,2,0,0
D1,23.02.2019,Borussia Mönchengladbach,VfL Wolfsburg,0,3,A,0,1,A,15,5,5,3,14,11,12,1,2,1,0,0
D1,24.02.2019,Borussia Dortmund,Bayer 04 Leverkusen,3,2,H,2,1,H,9,13,4,4,10,9,3,8,1,2,0,0
D1,24.02.2019,Hannover 96,Eintracht Frankfurt,0,3,A,0,0,D,11,14,3,8,11,12,3,5,1,1,0,0
D1,25.02.2019,RB Leipzig,TSG 1899 Hoffenheim,1,1,D,0,1,A,15,7,4,4,16,21,6,4,0,1,0,0
D1,1.03.2019,FC Augsburg,Borussia Dortmund,2,1,H,1,0,H,9,18,4,8,15,11,1,4,1,2,0,0
D1,2.03.2019,Eintracht Frankfurt,TSG 1899 Hoffenheim,3,2,H,1,1,D,18,20,10,7,8,16,4,3,0,3,0,1
D1,2.03.2019,Hertha BSC,1. FSV Mainz 05,2,1,H,0,0,D,11,13,4,1,13,10,4,1,0,2,0,0
D1,2.03.2019,Bayer 04 Leverkusen,SC Freiburg,2,0,H,1,0,H,17,8,5,3,11,7,7,2,0,0,0,0
D1,2.03.2019,Borussia Mönchengladbach,FC Bayern München,1,5,A,1,2,A,11,19,2,14,6,11,1,9,2,2,0,0
D1,2.03.2019,1. FC Nürnberg,RB Leipzig,0,1,A,0,1,A,7,12,1,5,8,17,5,8,2,3,0,0
D1,2.03.2019,FC Schalke 04 04,Fortuna Düsseldorf,0,4,A,0,1,A,7,13,2,5,16,16,1,1,4,2,0,0
D1,3.03.2019,VfB Stuttgart,Hannover 96,5,1,H,3,0,H,14,3,8,1,15,16,7,0,2,2,0,0
D1,3.03.2019,VfL Wolfsburg,SV Werder Bremen,1,1,D,0,0,D,13,12,5,3,8,22,6,4,0,2,0,0
D1,8.03.2019,SV Werder Bremen,FC Schalke 04 04,4,2,H,1,1,D,20,14,7,8,17,10,4,5,2,1,0,0
D1,9.03.2019,FC Bayern München,VfL Wolfsburg,6,0,H,2,0,H,22,4,12,1,9,6,7,2,0,1,0,0
D1,9.03.2019,Borussia Dortmund,VfB Stuttgart,3,1,H,0,0,D,18,7,8,1,6,10,7,1,3,3,0,0
D1,9.03.2019,SC Freiburg,Hertha BSC,2,1,H,1,0,H,10,16,4,6,10,14,3,6,1,3,0,0
D1,9.03.2019,1. FSV Mainz 05,Borussia Mönchengladbach,0,1,A,0,0,D,15,11,2,4,12,4,2,6,2,0,0,0
D1,9.03.2019,RB Leipzig,FC Augsburg,0,0,D,0,0,D,17,5,4,3,13,9,7,4,1,1,0,0
D1,10.03.2019,Hannover 96,Bayer 04 Leverkusen,2,3,A,0,2,A,11,15,5,5,14,15,6,6,3,1,0,0
D1,10.03.2019,TSG 1899 Hoffenheim,1. FC Nürnberg,2,1,H,1,0,H,18,11,6,5,10,7,8,3,3,2,0,0
D1,11.03.2019,Fortuna Düsseldorf,Eintracht Frankfurt,0,3,A,0,0,D,7,15,3,6,9,14,1,5,1,2,0,0
D1,15.03.2019,Borussia Mönchengladbach,SC Freiburg,1,1,D,1,1,D,13,10,2,2,10,13,10,6,0,3,0,0
D1,16.03.2019,FC Augsburg,Hannover 96,3,1,H,0,1,A,22,13,10,4,11,10,2,3,1,4,0,0
D1,16.03.2019,Hertha BSC,Borussia Dortmund,2,3,A,2,1,H,7,25,4,8,10,5,4,10,3,3,2,0
D1,16.03.2019,FC Schalke 04 04,RB Leipzig,0,1,A,0,1,A,14,15,3,4,12,16,0,6,1,1,0,0
D1,16.03.2019,VfB Stuttgart,TSG 1899 Hoffenheim,1,1,D,0,1,A,13,21,2,8,10,15,4,9,4,2,0,0
D1,16.03.2019,VfL Wolfsburg,Fortuna Düsseldorf,5,2,H,1,1,D,19,18,10,6,15,9,7,5,1,1,0,0
D1,17.03.2019,FC Bayern München,1. FSV Mainz 05,6,0,H,3,0,H,22,7,11,1,7,5,13,2,1,0,0,0
D1,17.03.2019,Eintracht Frankfurt,1. FC Nürnberg,1,0,H,1,0,H,24,9,4,3,4,13,8,3,0,2,0,0
D1,17.03.2019,Bayer 04 Leverkusen,SV Werder Bremen,1,3,A,0,2,A,15,10,2,5,8,11,10,3,3,2,0,0
D1,29.03.2019,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,4,1,H,1,1,D,13,18,5,6,8,6,4,7,2,2,0,0
D1,30.03.2019,Borussia Dortmund,VfL Wolfsburg,2,0,H,0,0,D,11,7,5,3,11,13,5,4,0,3,0,0
D1,30.03.2019,Fortuna Düsseldorf,Borussia Mönchengladbach,3,1,H,3,0,H,8,13,4,6,14,13,1,2,2,3,0,0
D1,30.03.2019,SC Freiburg,FC Bayern München,1,1,D,1,1,D,12,26,5,8,8,9,1,7,3,1,0,0
D1,30.03.2019,1. FC Nürnberg,FC Augsburg,3,0,H,0,0,D,12,14,4,3,8,12,4,4,1,3,0,0
D1,30.03.2019,RB Leipzig,Hertha BSC,5,0,H,2,0,H,21,6,9,0,7,6,6,3,1,1,0,0
D1,30.03.2019,SV Werder Bremen,1. FSV Mainz 05,3,1,H,2,0,H,8,12,4,5,11,9,7,8,0,1,0,0
D1,31.03.2019,Eintracht Frankfurt,VfB Stuttgart,3,0,H,1,0,H,11,10,5,3,13,10,5,5,2,1,0,0
D1,31.03.2019,Hannover 96,FC Schalke 04 04,0,1,A,0,1,A,15,6,3,3,16,17,8,2,1,1,0,0
D1,5.04.2019,1. FSV Mainz 05,SC Freiburg,5,0,H,3,0,H,9,17,5,5,17,7,2,7,3,1,0,0
D1,6.04.2019,FC Bayern München,Borussia Dortmund,5,0,H,4,0,H,22,5,10,1,9,12,11,1,1,2,0,0
D1,6.04.2019,Hertha BSC,Fortuna Düsseldorf,1,2,A,1,1,D,13,13,3,7,18,11,2,6,2,1,0,0
D1,6.04.2019,Bayer 04 Leverkusen,RB Leipzig,2,4,A,2,1,H,11,8,4,4,10,12,6,2,2,1,0,0
D1,6.04.2019,FC Schalke 04 04,Eintracht Frankfurt,1,2,A,1,1,D,6,16,4,5,16,8,3,6,5,1,1,0
D1,6.04.2019,VfB Stuttgart,1. FC Nürnberg,1,1,D,0,1,A,14,19,4,6,8,11,12,5,1,3,0,0
D1,6.04.2019,VfL Wolfsburg,Hannover 96,3,1,H,1,1,D,13,11,5,4,9,11,9,2,1,2,0,0
D1,7.04.2019,FC Augsburg,TSG 1899 Hoffenheim,0,4,A,0,1,A,8,18,0,9,9,10,4,3,1,1,0,0
D1,7.04.2019,Borussia Mönchengladbach,SV Werder Bremen,1,1,D,0,0,D,15,12,3,6,7,6,7,1,2,2,0,0
D1,12.04.2019,1. FC Nürnberg,FC Schalke 04 04,1,1,D,0,0,D,17,16,6,2,12,13,11,9,1,2,0,0
D1,13.04.2019,Borussia Dortmund,1. FSV Mainz 05,2,1,H,2,0,H,11,17,7,9,10,6,4,4,0,1,0,0
D1,13.04.2019,Hannover 96,Borussia Mönchengladbach,0,1,A,0,0,D,12,18,5,9,10,8,3,12,0,0,0,0
D1,13.04.2019,RB Leipzig,VfL Wolfsburg,2,0,H,2,0,H,21,6,10,2,19,12,9,3,1,1,0,0
D1,13.04.2019,VfB Stuttgart,Bayer 04 Leverkusen,0,1,A,0,0,D,13,18,5,5,13,11,7,6,1,0,1,0
D1,13.04.2019,SV Werder Bremen,SC Freiburg,2,1,H,0,0,D,17,9,7,5,18,7,7,3,1,3,0,0
D1,14.04.2019,Eintracht Frankfurt,FC Augsburg,1,3,A,1,2,A,17,18,4,6,17,9,8,2,3,1,1,0
D1,14.04.2019,Fortuna Düsseldorf,FC Bayern München,1,4,A,0,2,A,7,21,2,10,11,8,2,6,1,0,0,0
D1,14.04.2019,TSG 1899 Hoffenheim,Hertha BSC,2,0,H,1,0,H,30,5,7,2,8,16,9,3,1,0,0,0
D1,20.04.2019,FC Augsburg,VfB Stuttgart,6,0,H,3,0,H,24,14,13,4,13,6,9,4,0,0,0,0
D1,20.04.2019,FC Bayern München,SV Werder Bremen,1,0,H,0,0,D,28,3,7,0,10,12,14,3,0,2,0,1
D1,20.04.2019,Bayer 04 Leverkusen,1. FC Nürnberg,2,0,H,0,0,D,20,5,9,1,11,7,11,1,0,0,0,0
D1,20.04.2019,1. FSV Mainz 05,Fortuna Düsseldorf,3,1,H,1,1,D,21,17,5,7,10,14,3,7,0,3,0,0
D1,20.04.2019,Borussia Mönchengladbach,RB Leipzig,1,2,A,0,1,A,14,14,4,4,13,14,2,4,0,2,0,0
D1,20.04.2019,FC Schalke 04 04,TSG 1899 Hoffenheim,2,5,A,0,2,A,15,11,5,6,13,15,6,1,2,3,0,0
D1,21.04.2019,SC Freiburg,Borussia Dortmund,0,4,A,0,1,A,9,10,2,6,10,6,5,3,2,0,0,0
D1,21.04.2019,Hertha BSC,Hannover 96,0,0,D,0,0,D,16,13,3,5,13,9,5,8,4,1,0,0
D1,22.04.2019,VfL Wolfsburg,Eintracht Frankfurt,1,1,D,0,0,D,21,12,8,3,10,8,13,6,2,3,0,0
D1,26.04.2019,FC Augsburg,Bayer 04 Leverkusen,1,4,A,1,1,D,8,13,2,7,11,8,3,3,1,0,0,0
D1,27.04.2019,Borussia Dortmund,FC Schalke 04 04,2,4,A,1,2,A,8,8,2,4,9,18,2,4,0,6,2,0
D1,27.04.2019,Eintracht Frankfurt,Hertha BSC,0,0,D,0,0,D,10,10,4,3,13,15,2,4,0,5,0,1
D1,27.04.2019,Fortuna Düsseldorf,SV Werder Bremen,4,1,H,2,1,H,13,18,6,9,10,13,4,9,1,3,0,0
D1,27.04.2019,Hannover 96,1. FSV Mainz 05,1,0,H,0,0,D,7,23,3,4,10,14,4,7,2,1,0,0
D1,27.04.2019,RB Leipzig,SC Freiburg,2,1,H,1,0,H,15,14,4,8,15,15,5,4,3,5,0,0
D1,27.04.2019,VfB Stuttgart,Borussia Mönchengladbach,1,0,H,0,0,D,13,17,6,4,18,8,2,7,2,1,0,0
D1,28.04.2019,TSG 1899 Hoffenheim,VfL Wolfsburg,1,4,A,1,1,D,19,22,7,10,13,9,9,3,2,2,0,0
D1,28.04.2019,1. FC Nürnberg,FC Bayern München,1,1,D,0,0,D,9,18,4,6,11,8,5,5,1,2,0,0
D1,3.05.2019,1. FSV Mainz 05,RB Leipzig,3,3,D,1,2,A,14,15,6,5,14,12,6,4,1,1,0,0
D1,4.05.2019,FC Bayern München,Hannover 96,3,1,H,2,0,H,27,2,14,1,9,5,11,0,0,3,0,1
D1,4.05.2019,Hertha BSC,VfB Stuttgart,3,1,H,2,0,H,11,14,6,1,13,17,2,5,1,1,0,0
D1,4.05.2019,Borussia Mönchengladbach,TSG 1899 Hoffenheim,2,2,D,0,1,A,10,26,5,9,10,18,2,7,2,4,0,0
D1,4.05.2019,SV Werder Bremen,Borussia Dortmund,2,2,D,0,2,A,14,21,4,8,17,7,4,8,2,1,0,0
D1,4.05.2019,VfL Wolfsburg,1. FC Nürnberg,2,0,H,1,0,H,10,12,4,3,8,12,4,5,0,0,0,0
D1,5.05.2019,SC Freiburg,Fortuna Düsseldorf,1,1,D,1,1,D,9,16,3,3,12,11,5,4,2,3,1,0
D1,5.05.2019,Bayer 04 Leverkusen,Eintracht Frankfurt,6,1,H,6,1,H,17,4,11,2,3,11,1,4,0,3,0,0
D1,5.05.2019,FC Schalke 04 04,FC Augsburg,0,0,D,0,0,D,14,7,3,3,4,7,7,4,1,0,0,0
D1,11.05.2019,FC Augsburg,Hertha BSC,3,4,A,1,0,H,5,24,3,8,11,4,1,9,0,1,0,0
D1,11.05.2019,Borussia Dortmund,Fortuna Düsseldorf,3,2,H,1,0,H,15,8,5,3,11,12,2,4,1,0,0,1
D1,11.05.2019,Hannover 96,SC Freiburg,3,0,H,1,0,H,18,5,6,1,15,12,5,3,0,2,0,0
D1,11.05.2019,TSG 1899 Hoffenheim,SV Werder Bremen,0,1,A,0,1,A,19,11,3,6,16,10,1,4,3,4,0,0
D1,11.05.2019,Bayer 04 Leverkusen,FC Schalke 04 04,1,1,D,1,0,H,18,8,5,3,10,10,4,4,2,1,0,0
D1,11.05.2019,1. FC Nürnberg,Borussia Mönchengladbach,0,4,A,0,0,D,12,16,2,5,4,14,1,5,0,2,0,0
D1,11.05.2019,RB Leipzig,FC Bayern München,0,0,D,0,0,D,10,11,3,5,11,9,1,6,0,2,0,0
D1,11.05.2019,VfB Stuttgart,VfL Wolfsburg,3,0,H,1,0,H,11,8,4,2,14,10,4,3,1,2,0,0
D1,12.05.2019,Eintracht Frankfurt,1. FSV Mainz 05,0,2,A,0,0,D,13,15,4,4,10,20,9,6,1,1,0,0
D1,18.05.2019,FC Bayern München,Eintracht Frankfurt,5,1,H,1,0,H,23,6,14,2,7,13,5,3,2,2,0,0
D1,18.05.2019,Fortuna Düsseldorf,Hannover 96,2,1,H,0,0,D,15,14,7,3,13,9,2,7,2,1,0,0
D1,18.05.2019,SC Freiburg,1. FC Nürnberg,5,1,H,2,0,H,18,14,8,5,15,9,4,2,2,1,0,0
D1,18.05.2019,Hertha BSC,Bayer 04 Leverkusen,1,5,A,1,2,A,9,13,4,8,10,14,4,3,1,1,0,0
D1,18.05.2019,1. FSV Mainz 05,TSG 1899 Hoffenheim,4,2,H,0,2,A,22,19,12,7,17,9,8,5,2,4,0,1
D1,18.05.2019,Borussia Mönchengladbach,Borussia Dortmund,0,2,A,0,1,A,7,12,0,3,8,6,2,2,1,1,0,0
D1,18.05.2019,FC Schalke 04 04,VfB Stuttgart,0,0,D,0,0,D,12,16,3,8,10,8,7,5,0,1,0,0
D1,18.05.2019,SV Werder Bremen,RB Leipzig,2,1,H,1,0,H,6,10,3,3,16,12,3,9,2,2,0,0
D1,18.05.2019,VfL Wolfsburg,FC Augsburg,8,1,H,3,0,H,18,12,10,4,5,11,6,5,0,2,0,0
