Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
N1,10.03.2019,Ajax,Fortuna Sittard,4,0,H,2,0,H,21,9,8,2,15,12,7,0,0,0,0,0
N1,10.03.2019,FC Emmen,Heracles Almelo,1,1,D,0,1,A,14,2,5,1,10,16,9,5,2,3,0,1
N1,10.03.2019,Vitesse,Feyenoord,1,1,D,0,1,A,19,19,7,7,9,8,6,6,1,1,0,0
N1,10.03.2019,PEC Zwolle,AZ Alkmaar,0,0,D,0,0,D,11,14,4,5,11,12,7,6,0,0,0,0
N1,13.03.2019,Ajax,PEC Zwolle,2,1,H,1,0,H,17,7,7,3,9,13,7,4,2,3,0,1
N1,15.03.2019,Fortuna Sittard,FC Emmen,3,1,H,3,0,H,12,12,5,4,9,10,9,3,2,0,0,1
N1,16.03.2019,Feyenoord,Willem II,2,3,A,1,1,D,20,10,7,7,11,8,10,5,1,0,0,0
N1,16.03.2019,SC Heerenveen,De Graafschap,0,3,A,0,1,A,9,7,4,4,12,13,4,3,2,1,0,0
N1,16.03.2019,Heracles Almelo,Vitesse,3,2,H,2,2,D,12,24,7,6,7,14,4,6,1,3,0,1
N1,16.03.2019,NAC Breda,FC Utrecht,0,4,A,0,2,A,8,17,1,5,23,7,1,4,2,1,0,0
N1,17.03.2019,AZ Alkmaar,Ajax,1,0,H,0,0,D,17,15,8,6,14,13,2,7,0,1,0,0
N1,17.03.2019,Excelsior,PEC Zwolle,0,2,A,0,0,D,6,20,1,8,8,11,6,11,0,2,0,0
N1,17.03.2019,FC Groningen,ADO Den Haag,1,0,H,1,0,H,13,7,5,1,15,17,7,3,3,3,0,0
N1,17.03.2019,VVV-Venlo,PSV,0,1,A,0,0,D,17,12,6,6,8,4,4,8,0,0,0,0
N1,30.03.2019,AZ Alkmaar,FC Groningen,1,0,H,0,0,D,9,8,2,2,8,15,6,6,1,4,0,0
N1,30.03.2019,ADO Den Haag,Vitesse,3,3,D,2,3,A,12,13,4,9,8,17,8,4,0,1,0,0
N1,30.03.2019,De Graafschap,Heracles Almelo,1,2,A,1,0,H,12,9,5,3,19,13,6,6,2,2,0,0
N1,30.03.2019,SC Heerenveen,Excelsior,1,0,H,0,0,D,13,17,5,5,8,8,9,7,0,2,0,0
N1,30.03.2019,Willem II,Fortuna Sittard,3,2,H,1,1,D,15,8,6,4,11,15,9,5,1,5,0,1
N1,31.03.2019,Ajax,PSV,3,1,H,1,0,H,16,11,7,3,9,16,4,8,3,2,1,0
N1,31.03.2019,NAC Breda,VVV-Venlo,1,1,D,0,1,A,13,13,5,3,10,18,6,6,3,3,1,0
N1,31.03.2019,FC Utrecht,Feyenoord,3,2,H,1,0,H,12,15,5,4,11,11,4,5,0,0,0,0
N1,31.03.2019,PEC Zwolle,FC Emmen,3,0,H,2,0,H,15,13,6,3,9,16,4,3,3,1,0,0
N1,2.04.2019,FC Groningen,De Graafschap,1,0,H,0,0,D,16,13,8,4,11,15,5,3,0,3,0,0
N1,2.04.2019,Heracles Almelo,Willem II,3,4,A,0,1,A,14,14,5,8,16,9,5,2,2,2,0,0
N1,2.04.2019,Vitesse,AZ Alkmaar,2,2,D,0,2,A,14,8,3,4,14,11,9,4,2,4,0,0
N1,3.04.2019,Excelsior,NAC Breda,1,2,A,1,0,H,14,22,5,12,11,12,5,9,0,0,0,0
N1,3.04.2019,FC Emmen,Ajax,2,5,A,0,2,A,15,17,3,10,13,9,6,4,2,1,0,0
N1,3.04.2019,Fortuna Sittard,ADO Den Haag,0,0,D,0,0,D,15,10,2,1,9,11,2,11,1,2,1,0
N1,3.04.2019,VVV-Venlo,FC Utrecht,2,6,A,2,1,H,13,21,5,8,8,8,2,5,0,0,0,0
N1,4.04.2019,Feyenoord,SC Heerenveen,3,0,H,1,0,H,24,7,9,1,5,8,4,4,1,3,0,0
N1,4.04.2019,PSV,PEC Zwolle,4,0,H,1,0,H,13,4,8,1,8,6,12,3,0,0,0,0
N1,6.04.2019,ADO Den Haag,FC Utrecht,5,0,H,3,0,H,12,16,6,4,2,8,6,2,0,1,0,0
N1,6.04.2019,De Graafschap,AZ Alkmaar,1,1,D,0,0,D,9,8,3,4,14,9,2,4,2,2,0,0
N1,6.04.2019,FC Groningen,Excelsior,1,0,H,0,0,D,10,8,3,1,15,14,6,6,0,0,0,0
N1,6.04.2019,Heracles Almelo,NAC Breda,1,0,H,0,0,D,21,6,5,0,10,9,6,2,2,2,0,0
N1,6.04.2019,Willem II,Ajax,1,4,A,1,2,A,13,13,4,5,10,15,3,1,2,0,0,0
N1,7.04.2019,FC Emmen,SC Heerenveen,2,0,H,1,0,H,13,5,5,2,17,12,5,3,4,0,0,0
N1,7.04.2019,Vitesse,PSV,3,3,D,1,1,D,16,16,5,9,9,11,7,6,2,3,1,0
N1,7.04.2019,VVV-Venlo,Feyenoord,0,3,A,0,1,A,15,15,3,9,6,10,6,3,0,2,0,0
N1,7.04.2019,PEC Zwolle,Fortuna Sittard,5,0,H,1,0,H,19,3,10,0,14,7,8,1,1,1,0,1
N1,12.04.2019,NAC Breda,FC Emmen,1,1,D,0,1,A,21,15,5,11,12,15,10,2,2,2,0,0
N1,13.04.2019,Ajax,Excelsior,6,2,H,3,1,H,22,9,13,4,9,12,7,1,2,3,0,0
N1,13.04.2019,AZ Alkmaar,ADO Den Haag,2,3,A,0,1,A,36,11,11,5,6,6,6,4,1,1,0,0
N1,13.04.2019,Feyenoord,Heracles Almelo,2,1,H,1,0,H,22,14,12,3,9,16,10,3,1,2,1,0
N1,13.04.2019,Fortuna Sittard,VVV-Venlo,1,1,D,1,0,H,13,15,5,3,14,17,5,10,2,1,0,0
N1,14.04.2019,SC Heerenveen,FC Groningen,1,1,D,1,0,H,16,12,5,6,13,6,4,2,2,2,0,0
N1,14.04.2019,PSV,De Graafschap,2,1,H,0,1,A,26,5,10,1,10,25,9,3,2,1,0,0
N1,14.04.2019,FC Utrecht,Vitesse,0,0,D,0,0,D,9,10,1,5,12,15,6,9,3,2,0,0
N1,14.04.2019,Willem II,PEC Zwolle,2,0,H,1,0,H,15,6,7,2,11,16,7,0,0,2,0,0
N1,19.04.2019,Heracles Almelo,SC Heerenveen,2,1,H,1,1,D,11,19,7,10,10,11,9,9,0,0,0,0
N1,20.04.2019,FC Emmen,FC Utrecht,2,0,H,2,0,H,10,13,7,5,23,15,6,2,3,3,0,0
N1,20.04.2019,Feyenoord,AZ Alkmaar,2,1,H,0,1,A,18,7,11,2,7,14,9,6,2,0,0,0
N1,20.04.2019,FC Groningen,Ajax,0,1,A,0,0,D,12,16,2,5,12,7,4,6,4,3,0,1
N1,20.04.2019,Vitesse,PEC Zwolle,4,1,H,1,1,D,10,11,5,3,8,8,8,5,0,2,1,0
N1,20.04.2019,VVV-Venlo,De Graafschap,4,1,H,1,1,D,14,14,9,5,10,10,3,7,0,1,0,0
N1,21.04.2019,Excelsior,Willem II,1,1,D,0,1,A,12,11,3,4,10,9,3,2,0,1,0,0
N1,21.04.2019,Fortuna Sittard,NAC Breda,2,1,H,1,0,H,19,18,5,3,5,9,6,4,1,0,0,0
N1,21.04.2019,PSV,ADO Den Haag,3,1,H,1,0,H,22,5,10,1,11,4,8,2,0,0,0,0
N1,23.04.2019,Ajax,Vitesse,4,2,H,1,0,H,20,9,9,4,15,14,5,2,2,3,0,1
N1,23.04.2019,AZ Alkmaar,Heracles Almelo,2,1,H,1,1,D,16,7,7,4,13,11,2,4,0,0,0,0
N1,23.04.2019,De Graafschap,FC Emmen,1,0,H,1,0,H,7,14,2,4,7,10,3,3,2,1,0,0
N1,23.04.2019,SC Heerenveen,VVV-Venlo,2,2,D,1,0,H,12,7,6,4,12,13,1,4,0,1,0,0
N1,24.04.2019,NAC Breda,Feyenoord,0,4,A,0,2,A,5,27,1,5,6,6,1,8,0,0,0,0
N1,24.04.2019,FC Utrecht,Fortuna Sittard,2,1,H,1,1,D,23,16,6,3,11,10,11,4,0,2,0,0
N1,25.04.2019,ADO Den Haag,Excelsior,3,1,H,2,1,H,12,18,7,4,6,3,4,9,0,0,0,0
N1,25.04.2019,Willem II,PSV,0,3,A,0,2,A,3,13,0,6,13,10,0,7,1,1,0,0
N1,29.04.2019,PEC Zwolle,FC Groningen,3,2,H,0,1,A,16,16,5,4,13,9,6,4,3,0,0,0
N1,12.05.2019,Ajax,FC Utrecht,4,1,H,2,1,H,25,11,12,4,8,9,5,4,1,4,0,0
N1,12.05.2019,AZ Alkmaar,PSV,1,0,H,0,0,D,13,15,2,5,11,11,3,6,1,1,0,0
N1,12.05.2019,Feyenoord,ADO Den Haag,0,2,A,0,1,A,29,12,7,5,5,14,10,7,0,0,0,0
N1,12.05.2019,FC Groningen,Fortuna Sittard,3,0,H,1,0,H,16,14,7,3,8,6,3,2,0,0,0,0
N1,12.05.2019,SC Heerenveen,NAC Breda,2,1,H,0,0,D,19,17,3,6,16,5,6,5,0,0,0,0
N1,12.05.2019,Heracles Almelo,Excelsior,4,5,A,1,2,A,18,12,10,8,7,11,4,6,1,0,0,0
N1,12.05.2019,Vitesse,De Graafschap,6,1,H,2,0,H,20,11,9,3,10,7,9,10,1,1,0,0
N1,12.05.2019,Willem II,FC Emmen,2,3,A,2,1,H,8,14,4,6,7,19,2,2,0,3,0,0
N1,12.05.2019,PEC Zwolle,VVV-Venlo,2,4,A,1,0,H,11,13,6,8,13,8,5,3,0,1,0,0
N1,15.05.2019,ADO Den Haag,Willem II,6,2,H,1,1,D,24,13,8,7,13,16,6,5,1,3,0,1
N1,15.05.2019,Excelsior,AZ Alkmaar,4,2,H,1,1,D,13,19,9,4,8,7,2,9,1,1,0,0
N1,15.05.2019,FC Emmen,FC Groningen,1,0,H,1,0,H,15,9,7,4,7,8,6,3,1,0,0,0
N1,15.05.2019,Fortuna Sittard,Feyenoord,1,4,A,1,1,D,16,17,8,9,4,13,8,4,0,1,1,0
N1,15.05.2019,De Graafschap,Ajax,1,4,A,1,2,A,11,16,3,9,8,6,2,6,1,0,0,0
N1,15.05.2019,NAC Breda,PEC Zwolle,0,0,D,0,0,D,10,17,2,5,6,8,3,6,1,1,0,0
N1,15.05.2019,PSV,Heracles Almelo,3,1,H,1,1,D,22,6,8,4,7,8,8,2,1,1,0,0
N1,15.05.2019,FC Utrecht,SC Heerenveen,3,1,H,1,1,D,16,11,9,5,14,12,5,1,0,0,0,0
N1,15.05.2019,VVV-Venlo,Vitesse,1,3,A,0,2,A,9,21,2,6,13,11,1,7,0,0,0,0
