Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
T1,11.02.2019,Sivasspor,Akhisar Belediyespor,2,1,H,1,0,H,13,13,6,3,18,13,3,8,4,2,1,0
T1,15.02.2019,Yeni Malatyaspor,Beþiktaþ JK,1,2,A,0,0,D,4,18,1,7,8,20,3,10,1,1,1,0
T1,16.02.2019,Akhisar Belediyespor,MKE Ankaragücü,0,0,D,0,0,D,17,9,8,2,11,23,9,0,4,4,0,1
T1,16.02.2019,Bursaspor,Çaykur Rizespor,0,2,A,0,1,A,17,5,2,5,14,22,8,4,3,2,0,0
T1,16.02.2019,Fenerbahçe SK,Atiker Konyaspor,1,1,D,1,1,D,17,3,3,2,16,10,11,3,3,1,0,1
T1,17.02.2019,BB Erzurumspor,Sivasspor,4,2,H,2,1,H,12,18,6,6,15,13,2,5,2,5,0,0
T1,17.02.2019,Kasimpaþa SK,Galatasaray SK,1,4,A,1,2,A,13,10,5,6,16,10,8,4,3,5,0,0
T1,17.02.2019,Kayserispor,Göztepe SK,2,1,H,1,0,H,15,8,4,2,10,10,2,5,4,1,0,0
T1,17.02.2019,Trabzonspor,Alanyaspor,0,2,A,0,0,D,13,10,2,6,17,17,4,2,1,2,0,0
T1,18.02.2019,Antalyaspor,Medipol Baþakþehir FK,0,1,A,0,1,A,8,17,3,8,12,15,8,5,3,2,0,0
T1,22.02.2019,Göztepe SK,Trabzonspor,1,3,A,0,1,A,8,13,1,6,13,9,10,3,2,1,0,0
T1,22.02.2019,Çaykur Rizespor,Yeni Malatyaspor,3,0,H,1,0,H,14,11,6,3,11,18,3,2,2,3,0,0
T1,23.02.2019,Alanyaspor,Kasimpaþa SK,3,0,H,1,0,H,19,5,9,2,16,16,5,6,3,2,0,1
T1,23.02.2019,Medipol Baþakþehir FK,Bursaspor,3,0,H,2,0,H,11,14,6,3,13,13,3,5,0,2,0,0
T1,23.02.2019,Sivasspor,Antalyaspor,1,2,A,0,2,A,11,8,4,4,17,9,7,5,1,2,0,0
T1,24.02.2019,MKE Ankaragücü,BB Erzurumspor,2,1,H,1,0,H,14,14,6,6,23,12,2,6,2,2,0,1
T1,24.02.2019,Galatasaray SK,Akhisar Belediyespor,1,0,H,0,0,D,21,4,6,1,15,24,15,2,2,6,0,0
T1,24.02.2019,Atiker Konyaspor,Kayserispor,0,1,A,0,0,D,8,10,1,2,7,10,6,4,2,1,0,0
T1,25.02.2019,Beþiktaþ JK,Fenerbahçe SK,3,3,D,3,0,H,9,17,5,4,22,19,3,5,2,4,0,0
